Packet Number,Element 1, Element 2, Element 3, Element 4
1494,0.9993994,0.0206606,-0.005127003,0.02734402
1499,0.9993863,0.020722,-0.0049745,0.02780227
1504,0.9993969,0.020569,-0.004821812,0.02755757
1509,0.9994084,0.0205082,-0.004608241,0.02722219
1514,0.9994063,0.02038608,-0.004516677,0.02740524
1519,0.9994055,0.02001985,-0.004272528,0.02774092
1524,0.9994084,0.01986732,-0.00411995,0.02777152
1529,0.9994133,0.01971482,-0.004058934,0.02771062
1534,0.9994213,0.01956179,-0.00408936,0.02752689
1539,0.9994313,0.01953147,-0.004028365,0.02719147
1544,0.9994305,0.01971456,-0.003936809,0.02709989
1549,0.999416,0.01974539,-0.003875835,0.02761914
1554,0.9994042,0.0194705,-0.003906307,0.02822917
1559,0.9994037,0.01980619,-0.003875787,0.02801553
1565,0.9994004,0.01998923,-0.00378422,0.02801544
1570,0.9993957,0.02014172,-0.003784203,0.02807634
1575,0.9993907,0.02014162,-0.003723148,0.02825931
1580,0.9993851,0.02008109,-0.003692723,0.02850416
1585,0.9993832,0.02014209,-0.003662197,0.02853462
1590,0.9993855,0.02035576,-0.003509614,0.02832106
1595,0.9993854,0.02023369,-0.003509613,0.02841261
1600,0.9993882,0.02020322,-0.003601179,0.02832114
1605,0.9993982,0.02014177,-0.003784212,0.02798486
1610,0.9994112,0.02005048,-0.003967371,0.02755797
1615,0.9994087,0.01998939,-0.004272542,0.02764945
1620,0.9994047,0.01998931,-0.004608224,0.0277409
1625,0.9994164,0.02032525,-0.00494398,0.02700878
1630,0.9994159,0.02020317,-0.005035533,0.02710032
1635,0.9994051,0.02014191,-0.005249105,0.02749676
1640,0.9994003,0.01995871,-0.005432187,0.02777129
1645,0.9994028,0.0198672,-0.005462718,0.02774084
1650,0.9994041,0.02001982,-0.005432208,0.02758829
1655,0.9994106,0.02020306,-0.005554316,0.02719173
1660,0.9994212,0.01989748,-0.005645758,0.02700809
1665,0.9994333,0.01983669,-0.00573738,0.02658116
1670,0.9994453,0.01980641,-0.005737449,0.02615422
1675,0.9994398,0.01962319,-0.005767936,0.02648978
1680,0.9994321,0.01937889,-0.005676337,0.02697786
1685,0.9994258,0.01940929,-0.005645784,0.02719132
1690,0.9994268,0.01959242,-0.005432165,0.02706927
1695,0.9994292,0.01940935,-0.005188035,0.02716089
1700,0.9994403,0.0192875,-0.004913429,0.02688653
1705,0.9994521,0.01940921,-0.004699714,0.02639774
1710,0.999463,0.01943994,-0.004455621,0.0260013
1715,0.9994719,0.01950115,-0.00430307,0.02563531
1720,0.9994775,0.01959281,-0.004211539,0.02536079
1726,0.9994791,0.01934869,-0.004211545,0.0254829
1731,0.999481,0.01892147,-0.004028442,0.02575762
1736,0.9994867,0.01867686,-0.003967307,0.02572646
1741,0.999487,0.01824962,-0.003875755,0.02603165
1746,0.9994844,0.01785284,-0.00393678,0.02639779
1751,0.9994838,0.01754765,-0.003997813,0.0266114
1756,0.9994849,0.0174256,-0.004058853,0.02664194
1761,0.9994928,0.01721211,-0.003814742,0.02652008
1766,0.9994955,0.01690698,-0.0033875,0.02667275
1771,0.9994954,0.01675439,-0.002929729,0.02682533
1776,0.9994977,0.01678494,-0.002533001,0.02676436
1781,0.9995,0.01669343,-0.002197307,0.02676442
1786,0.9994959,0.01678491,-0.0018616,0.02688638
1791,0.9994917,0.01690692,-0.001647967,0.02697782
1796,0.9994876,0.01696788,-0.001464853,0.02709978
1801,0.9994878,0.01687633,-0.001281747,0.02716082
1806,0.9994947,0.01681541,-0.00122072,0.02694738
1811,0.9994898,0.01669326,-0.001403821,0.0271914
1816,0.9994855,0.0165406,-0.001586921,0.02743542
1821,0.9994927,0.01629657,-0.001647968,0.02731355
1826,0.9994968,0.01620509,-0.001556421,0.0272221
1831,0.9994954,0.01608299,-0.001586937,0.02734414
1836,0.9994981,0.01586941,-0.001556423,0.02737473
1841,0.9994981,0.01550319,-0.001464868,0.02758836
1846,0.9995019,0.01547273,-0.001495392,0.02746639
1851,0.9995064,0.01550332,-0.001495399,0.0272834
1856,0.9995098,0.01528974,-0.001434367,0.0272835
1861,0.999514,0.01507572,-0.001373294,0.02725226
1866,0.9995176,0.01483163,-0.001373299,0.02725236
1871,0.9995246,0.01480122,-0.001434345,0.0270084
1876,0.9995308,0.01477079,-0.001434354,0.02679494
1881,0.9995366,0.01470984,-0.001434362,0.02661199
1887,0.9995415,0.0145268,-0.001556443,0.02652057
1892,0.9995432,0.01434328,-0.001617433,0.02655032
1897,0.9995476,0.01431282,-0.001708994,0.02639785
1902,0.99955,0.01412975,-0.001831069,0.02639791
1907,0.99955,0.01391612,-0.002075212,0.02648946
1912,0.9995542,0.01388566,-0.00222781,0.02633698
1917,0.9995601,0.01409937,-0.002502486,0.02597092
1922,0.9995642,0.01434358,-0.002655088,0.02566585
1927,0.9995686,0.01458779,-0.002563544,0.02536078
1932,0.9995861,0.0145876,-0.001953151,0.02471957
1937,0.9995956,0.01440463,-0.001464877,0.02447566
1942,0.9995997,0.01382484,-0.001129181,0.02465887
1947,0.9996099,0.01351938,-0.00109864,0.02441422
1952,0.9996237,0.01336697,-0.001159692,0.02392627
1957,0.9996336,0.01306192,-0.001068148,0.02368236
1962,0.9996399,0.01248176,-0.0007629441,0.02374282
1967,0.9996461,0.01187148,-0.0003967334,0.023804
1972,0.9996525,0.01132223,-0.0001525907,0.02380416
1977,0.9996626,0.01086457,-0.0003662215,0.02359077
1982,0.9996769,0.01055922,-0.0009155389,0.0231021
1987,0.9996959,0.0102234,-0.001373293,0.02239993
1992,0.9997171,0.00997947,-0.001831095,0.02151537
1997,0.9997439,0.00970477,-0.00247197,0.02029457
2002,0.9997694,0.009277469,-0.003173871,0.01910426
2007,0.9997905,0.008728064,-0.003906266,0.018097
2012,0.9998022,0.008087287,-0.00503548,0.01745633
2017,0.9998017,0.006775006,-0.006286717,0.01763943
2022,0.9998021,0.005767913,-0.006866563,0.01776151
2027,0.9998007,0.005035473,-0.00738536,0.01785304
2032,0.9997962,0.004608199,-0.008483971,0.01773089
2037,0.9997734,0.003509583,-0.00970476,0.01861605
2042,0.9997513,0.002075249,-0.01016262,0.01974539
2049,0.9997416,0.001220723,-0.0104677,0.02014193
2054,0.9997434,0.0005493263,-0.01092549,0.01983678
2059,0.9997448,-0.0003356999,-0.01150535,0.01944008
2064,0.9997464,-0.001647984,-0.01190211,0.01904337
2069,0.9997509,-0.002868725,-0.01248201,0.01828049
2074,0.9997556,-0.004303108,-0.01315347,0.01724295
2079,0.9997498,-0.006286775,-0.0138248,0.01641886
2084,0.999732,-0.008972228,-0.01443491,0.01571666
2089,0.9996957,-0.01229859,-0.01513673,0.01510621
2094,0.9996477,-0.01586936,-0.0159304,0.01409932
2099,0.9995772,-0.01974496,-0.01678474,0.01318365
2104,0.9994852,-0.02377329,-0.01773078,0.0122376
2109,0.9993693,-0.0279849,-0.01873798,0.0112611
2114,0.9992235,-0.03244074,-0.01980625,0.01037615
2119,0.9990491,-0.03711033,-0.02090508,0.009308101
2124,0.9988517,-0.04180956,-0.02185083,0.008361911
2129,0.9986327,-0.04650906,-0.02255262,0.007812547
2134,0.9984021,-0.05111794,-0.02288863,0.007507471
2139,0.9981555,-0.05572606,-0.02301065,0.007110718
2144,0.9978886,-0.06039579,-0.02301083,0.006408851
2149,0.997566,-0.06564379,-0.02285784,0.005523723
2154,0.9971777,-0.0714733,-0.02255285,0.004425119
2159,0.9967347,-0.0776391,-0.02194281,0.003265481
2164,0.996273,-0.08368144,-0.02081355,0.002075251
2169,0.9957856,-0.08960209,-0.01953179,0.001037626
2174,0.9952759,-0.09536802,-0.01818859,6.103553E-05
2179,0.9947482,-0.100955,-0.01684617,-0.0006714054
2184,0.9942256,-0.1061732,-0.0155033,-0.001586952
2189,0.9936923,-0.1112376,-0.01397718,-0.002532983
2194,0.9931232,-0.1163659,-0.01239039,-0.003418038
2199,0.9925045,-0.121675,-0.01058973,-0.004241994
2204,0.9918241,-0.1272281,-0.008544946,-0.005004897
2210,0.9910817,-0.1329987,-0.006256251,-0.005401739
2215,0.9902648,-0.1390424,-0.003814815,-0.005310222
2220,0.9893496,-0.1454818,-0.001159704,-0.004577779
2225,0.9882874,-0.1525583,0.001708995,-0.003326437
2230,0.9870501,-0.1603426,0.004547211,-0.001342801
2235,0.9856349,-0.1687332,0.007171694,0.001251232
2240,0.984196,-0.1767891,0.0093079,0.004150408
2245,0.9826888,-0.1848187,0.01104762,0.006530913
2250,0.9811604,-0.1926004,0.01266506,0.008300953
2255,0.9796288,-0.2000762,0.01428244,0.009643698
2260,0.9780485,-0.2074935,0.01596104,0.01062035
2265,0.976355,-0.2151197,0.01779186,0.01174934
2270,0.9745974,-0.222691,0.01998939,0.01300074
2275,0.972788,-0.2301659,0.02236961,0.01437392
2280,0.9709688,-0.2374015,0.02478082,0.01568638
2285,0.9692005,-0.2441465,0.02734441,0.01718181
2290,0.9673498,-0.2509775,0.02996837,0.01861579
2295,0.9652432,-0.2585151,0.03259287,0.02032476
2300,0.9628049,-0.2669389,0.0352175,0.02258315
2305,0.9600921,-0.2759731,0.03781164,0.02514672
2310,0.9572115,-0.285195,0.04037592,0.02792439
2315,0.9543444,-0.2941069,0.04260384,0.03021333
2320,0.9514929,-0.30277,0.04428174,0.03210503
2325,0.9486402,-0.3112592,0.04541168,0.03372305
2330,0.9456248,-0.3199487,0.04647862,0.03558376
2335,0.9424015,-0.3288944,0.04760836,0.03796462
2340,0.9390196,-0.3380824,0.04834109,0.04007061
2345,0.9356354,-0.3471782,0.04828023,0.04150512
2350,0.9324152,-0.3557478,0.04760802,0.04217582
2355,0.929341,-0.3638383,0.04650977,0.04223722
2360,0.9264039,-0.3713734,0.04559387,0.04217585
2365,0.9236122,-0.378338,0.04513688,0.04199347
2371,0.920823,-0.3851081,0.0449837,0.04187085
2376,0.9179843,-0.3918829,0.0448616,0.04147409
2381,0.9151459,-0.3985662,0.04458693,0.04080268
2386,0.9123329,-0.4051252,0.04394579,0.03988691
2391,0.9095722,-0.4115415,0.0428174,0.03845326
2396,0.9069576,-0.4175442,0.04159572,0.03680443
2401,0.9042298,-0.423687,0.04037585,0.03503513
2406,0.9010669,-0.43062,0.03924715,0.03323495
2411,0.8975294,-0.438175,0.0381778,0.03140284
2416,0.893674,-0.4461503,0.03744623,0.02990816
2421,0.8895972,-0.4542897,0.03735393,0.02902254
2426,0.8855181,-0.4622297,0.03738488,0.02835147
2431,0.8813446,-0.470199,0.03717157,0.02761927
2436,0.8770346,-0.4783131,0.03646936,0.02639832
2441,0.8724172,-0.4868227,0.03555344,0.02505525
2446,0.8677526,-0.4952177,0.03463808,0.02377362
2451,0.8633263,-0.5029992,0.0339056,0.02258339
2456,0.8593017,-0.5099291,0.03335642,0.02145431
2461,0.855328,-0.5166392,0.03305099,0.02014188
2466,0.8511602,-0.5235444,0.03292943,0.01852471
2471,0.8468728,-0.5304933,0.03311196,0.01693746
2476,0.8426042,-0.5372708,0.03347833,0.01541163
2481,0.8380752,-0.5442712,0.0345167,0.01440485
2486,0.8336985,-0.5508856,0.03585899,0.01364167
2491,0.8294808,-0.5571377,0.03723203,0.01315328
2496,0.8253924,-0.5631198,0.03830021,0.01251242
2501,0.821372,-0.5689544,0.03875836,0.01168854
2506,0.8172689,-0.5748349,0.03894082,0.01095592
2511,0.8132441,-0.5805137,0.03909358,0.01046768
2516,0.8094657,-0.5857365,0.03964319,0.01031516
2521,0.8059654,-0.5904736,0.04062024,0.01052891
2526,0.8024971,-0.5950674,0.04208411,0.01104746
2532,0.7990267,-0.5995905,0.04376306,0.01150535
2537,0.7954884,-0.6041695,0.04516699,0.011719
2542,0.7918282,-0.6088709,0.0463268,0.01174955
2547,0.7882365,-0.613456,0.04712085,0.0115971
2552,0.7842032,-0.6185488,0.04773092,0.01202429
2557,0.7797936,-0.6240302,0.04846244,0.01263441
2562,0.7750993,-0.6297719,0.04931729,0.01327538
2567,0.7702624,-0.6355526,0.05060006,0.01443536
2572,0.7657126,-0.6408914,0.05197324,0.01553399
2577,0.7615319,-0.6457442,0.05310246,0.01623592
2582,0.7577192,-0.6501712,0.05365194,0.01614441
2587,0.753929,-0.6545913,0.05355996,0.01525925
2592,0.7497929,-0.659399,0.05304001,0.01379407
2597,0.74525,-0.6646215,0.05230789,0.0120241
2602,0.7406698,-0.6698378,0.05120906,0.01016247
2607,0.7364091,-0.6746398,0.04992811,0.008362043
2612,0.7327191,-0.6787623,0.04858548,0.006622518
2617,0.7296326,-0.6821766,0.04739499,0.005005009
2622,0.726757,-0.685344,0.04602123,0.00314336
2627,0.7236906,-0.6886856,0.04452682,0.001251268
2632,0.7203882,-0.6922196,0.04327517,-0.0003967399
2637,0.7170885,-0.6956952,0.04229837,-0.001770061
2642,0.7138219,-0.6990816,0.04165741,-0.002807679
2647,0.7105847,-0.7024058,0.0410164,-0.00363166
2652,0.7074769,-0.7055848,0.04007062,-0.004577755
2657,0.704518,-0.7086075,0.03869737,-0.005676428
2662,0.7018284,-0.71135,0.03704916,-0.006744535
